#5 voltage traces with current injection at #9nA intervals starting at #9
first column is time in ms

200 11
 68       -50.2    -56.6    -54.4    -62.6    -66.6    -69      -72.9    -76.6    -83.1    -88.2   
 68.5     -50.4    -57.1    -54.6    -62.7    -66.9    -69.1    -73.1    -77      -83.4    -88.5   
 69       -50.6    -57.5    -54.8    -63      -67.1    -69.1    -73.4    -77.1    -83.5    -88.7   
 69.5     -51      -58      -55.1    -63      -67.3    -69.4    -73.7    -77.3    -83.8    -89     
 70       -51.5    -58.4    -55.6    -63.2    -67.5    -69.6    -73.9    -77.6    -83.9    -89.3   
 70.5     -51.9    -58.8    -56.3    -63.4    -67.7    -69.9    -74      -77.7    -84      -89.3   
 71       -52.3    -59.1    -56.7    -63.6    -68.1    -70.2    -74.2    -78.1    -84.2    -89.5   
 71.5     -52.6    -59.5    -57      -63.8    -68.3    -70.5    -74.2    -78.1    -84.4    -89.8   
 72       -52.8    -59.6    -57.2    -64      -68.4    -70.7    -74.4    -78.5    -84.6    -89.9   
 72.5     -52.9    -60      -57.3    -64.3    -68.5    -70.9    -74.5    -78.7    -84.8    -90     
 73       -53.1    -60.2    -57.4    -64.6    -68.6    -71      -74.6    -78.8    -84.8    -90.3   
 73.5     -53.2    -60.4    -57.4    -64.7    -68.8    -71.1    -74.8    -78.9    -85      -90.4   
 74       -53.2    -60.6    -57.6    -64.8    -69      -71.2    -75      -79      -85.2    -90.7   
 74.5     -53.1    -60.7    -57.9    -65      -69.1    -71.4    -75.1    -79.1    -85.3    -90.8   
 75       -53.3    -60.9    -58      -65.2    -69.1    -71.5    -75.3    -79.2    -85.4    -90.8   
 75.5     -53.4    -61      -58.3    -65.5    -69.1    -71.7    -75.5    -79.3    -85.6    -90.9   
 76       -53.5    -61.2    -58.7    -65.6    -69.3    -72      -75.5    -79.4    -85.6    -91     
 76.5     -53.6    -61.3    -59.1    -65.8    -69.3    -72.1    -75.6    -79.5    -85.8    -91     
 77       -53.8    -61.4    -59.3    -65.8    -69.5    -72.3    -75.7    -79.6    -85.9    -91.1   
 77.5     -54      -61.4    -59.6    -65.7    -69.6    -72.4    -75.9    -79.7    -86      -91.2   
 78       -54.2    -61.4    -59.9    -65.9    -69.7    -72.5    -76      -79.7    -86.3    -91.2   
 78.5     -54.4    -61.3    -60      -65.9    -69.8    -72.5    -76.1    -79.9    -86.4    -91.3   
 79       -54.4    -61.5    -60.2    -65.8    -69.9    -72.5    -76.3    -80      -86.5    -91.4   
 79.5     -54.4    -61.7    -60.2    -66      -70      -72.6    -76.4    -80      -86.5    -91.5   
 80       -54.4    -61.8    -60.3    -65.9    -70.2    -72.6    -76.6    -80.1    -86.7    -91.6   
 80.5     -54.4    -62      -60.4    -65.8    -70.2    -72.7    -76.7    -80.2    -86.8    -91.7   
 81       -54.4    -62.1    -60.4    -66      -70.3    -72.8    -76.9    -80.3    -86.8    -91.8   
 81.5     -54.4    -62.2    -60.6    -66      -70.3    -72.8    -77.1    -80.3    -86.8    -91.7   
 82       -54.5    -62.3    -60.8    -66      -70.3    -72.9    -77.2    -80.5    -86.9    -91.8   
 82.5     -54.4    -62.4    -61.1    -66.1    -70.3    -73      -77.3    -80.5    -87      -92     
 83       -54.6    -62.4    -61.2    -66.1    -70.4    -73      -77.4    -80.5    -87      -92.1   
 83.5     -54.7    -62.4    -61.4    -66.3    -70.6    -73      -77.6    -80.6    -87      -92     
 84       -54.8    -62.4    -61.5    -66.4    -70.7    -73.2    -77.7    -80.7    -87      -92.2   
 84.5     -54.9    -62.3    -61.7    -66.5    -70.8    -73.2    -77.8    -80.9    -87.2    -92.2   
 85       -54.9    -62.2    -61.7    -66.6    -70.8    -73.2    -77.9    -81      -87.2    -92.4   
 85.5     -55      -62.1    -61.9    -66.8    -70.8    -73.3    -77.8    -81.1    -87.2    -92.4   
 86       -55.3    -62.1    -61.8    -66.6    -70.8    -73.2    -77.9    -81.2    -87.2    -92.5   
 86.5     -55.4    -62      -61.7    -66.6    -70.9    -73.3    -77.8    -81.3    -87.3    -92.6   
 87       -55.4    -62      -61.6    -66.7    -71      -73.2    -77.8    -81.4    -87.4    -92.8   
 87.5     -55.6    -61.8    -61.5    -66.6    -71      -73.3    -77.8    -81.4    -87.5    -92.9   
 88       -55.8    -61.6    -61.3    -66.6    -71.1    -73.2    -77.9    -81.5    -87.5    -93     
 88.5     -55.9    -61.5    -61.3    -66.5    -71.1    -73.2    -77.8    -81.4    -87.6    -93.1   
 89       -55.9    -61.5    -61.3    -66.4    -71.1    -73.3    -77.9    -81.5    -87.8    -93.3   
 89.5     -55.9    -61.5    -61.2    -66.4    -71      -73.3    -77.9    -81.6    -87.7    -93.5   
 90       -55.8    -61.5    -61.3    -66.3    -71      -73.3    -78      -81.7    -87.9    -93.5   
 90.5     -55.7    -61.5    -61.3    -66.3    -71      -73.4    -78.1    -81.8    -87.9    -93.6   
 91       -55.6    -61.7    -61.3    -66.4    -70.8    -73.4    -78.2    -81.7    -88      -93.6   
 91.5     -55.5    -61.6    -61.4    -66.5    -70.9    -73.5    -78.3    -81.9    -88.1    -93.6   
 92       -55.5    -61.6    -61.3    -66.6    -70.7    -73.5    -78.3    -81.8    -88.2    -93.5   
 92.5     -55.7    -61.7    -61.4    -66.7    -70.8    -73.6    -78.5    -81.9    -88.3    -93.5   
 93       -55.8    -61.8    -61.3    -66.8    -70.9    -73.6    -78.6    -82      -88.4    -93.6   
 93.5     -55.9    -61.9    -61.3    -66.9    -70.9    -73.6    -78.7    -81.9    -88.4    -93.5   
 94       -56      -62      -61.3    -66.9    -70.9    -73.6    -78.7    -82      -88.6    -93.6   
 94.5     -56      -61.8    -61.3    -66.9    -71      -73.6    -78.8    -81.9    -88.6    -93.7   
 95       -56      -61.8    -61.2    -67      -71.1    -73.6    -78.8    -82      -88.7    -93.8   
 95.5     -55.9    -61.7    -61.1    -66.9    -71      -73.6    -78.9    -82      -88.8    -93.9   
 96       -55.9    -61.7    -61.1    -66.9    -71      -73.5    -79      -82      -88.8    -93.9   
 96.5     -55.8    -61.6    -61.2    -66.9    -71      -73.5    -79      -82      -88.7    -94     
 97       -55.7    -61.7    -61.3    -66.9    -71      -73.7    -79      -82      -88.8    -94.1   
 97.5     -55.9    -61.5    -61.3    -66.9    -71.1    -73.6    -79.2    -82.1    -88.8    -94.3   
 98       -55.6    -61.5    -61.3    -67      -71.1    -73.6    -79.1    -82.1    -88.8    -94.3   
 98.5     -55.6    -61.5    -61.5    -66.9    -71      -73.6    -79.2    -82.2    -88.8    -94.4   
 99       -55.5    -61.4    -61.4    -66.7    -71.1    -73.6    -79.2    -82.2    -88.9    -94.5   
 99.5     -55.2    -61.3    -61.4    -66.7    -71.2    -73.7    -79.2    -82.3    -88.9    -94.6   
