
6
13
0.148767 0.280702
0.323787 0.298246
0.533811 0.298246
0.761337 0.298246
1.11138 0.315789
1.52267 0.315789
2.01273 0.350877
2.83532 0.412281
4.17422 0.526316
6.43198 0.719298
8.81225 0.859649
11.245 0.982456
11.9976 1.05263

10
13
0.157518 0.763158
0.306285 0.780702
0.560064 0.780702
0.735084 0.824561
1.10263 0.824561
1.49642 0.842105
1.98648 0.912281
2.82657 0.991228
4.18298 1.17544
6.39698 1.48246
8.82975 1.7193
11.2275 1.94737
11.9976 2.03509

19
13
0.17502 0.344828
0.341289 0.275862
0.551313 0.344828
0.743835 0.344828
1.11138 0.413793
1.55768 0.482759
2.02148 0.655172
2.81782 1.10345
4.17422 1.7931
6.43198 2.89655
8.82975 3.86207
11.2275 4.55172
11.9976 4.89655

26
13
0.17502 0.517241
0.35004 0.517241
0.542562 0.482759
0.761337 0.482759
1.12888 0.551724
1.54893 0.758621
2.00398 0.965517
2.80907 1.86207
4.17422 2.89655
6.48449 4.82759
8.84726 5.86207
11.245 6.55172
11.9976 6.96552

32
13
0.166269 0.37931
0.332538 0.344828
0.542562 0.413793
0.743835 0.448276
1.14638 0.62069
1.54893 0.827586
2.02148 1.37931
2.82657 2.48276
4.17422 4.27586
6.44948 6.55172
8.82975 7.93103
11.2275 8.48276
11.9976 8.55172

38
13
0.183771 0.275862
0.411297 0.275862
0.568815 0.413793
0.743835 0.551724
1.11138 0.896552
1.53142 1.51724
2.00398 2.2069
2.80907 3.7931
4.15672 6.06897
6.43198 8.48276
8.81225 9.86207
11.245 10.1379
11.9976 10.1379

51
13
0.17502 0.689655
0.358791 0.517241
0.551313 0.655172
0.743835 0.965517
1.11138 1.72414
1.51392 2.86207
1.97772 4
2.81782 6.75862
4.14797 9.62069
6.42323 12.1724
8.79475 12.9655
11.21 13.2414
11.9889 13.1724

63
12
0.17502 0.62069
0.376293 0.655172
0.568815 1.2069
0.743835 1.58621
1.10263 2.72414
1.52267 4.27586
1.97772 6.31034
2.81782 9.31034
4.16547 12.6207
6.44948 14.7931
8.81225 15.2759
11.245 15.3793

76
12
0.17502 0.275862
0.367542 0.344828
0.560064 1.24138
0.735084 1.7931
1.11138 3.58621
1.50517 5.93103
1.98648 8.27586
2.80907 11.7931
4.16547 14.8276
6.41448 15.8276
8.81225 17.069
11.245 17.069

88
12
0.166269 0.241379
0.358791 0.724138
0.560064 1.51724
0.708831 2.55172
1.11138 5
1.52267 7.96552
1.98648 10.7241
2.81782 14.3103
4.16547 17
6.44948 18.4483
8.79475 18.6897
11.2188 18.4138

100
11
0.148767 0.758621
0.367542 0.758621
0.560064 1.55172
0.752586 2.86207
1.10263 6.31034
1.52267 10.2069
1.99523 13
2.81782 16.3448
4.18298 18.6552
6.44948 20.0345
8.8035 20.3448

109
11
0.148767 0.310345
0.358791 0.448276
0.551313 1.51724
0.735084 3.2069
1.10263 7.27586
1.51392 11.3793
1.97772 13.9655
2.82657 17.069
4.12172 19.2069
6.42323 20.4828
8.786 20.931
